Instances,model,batchsize,datasize,totaldata,total_latency_second,one_epoch_average_second,clocks_current_graphicsMHz_mean,clocks_current_graphicsMHz_std,clocks_current_graphicsMHz_min,clocks_current_graphicsMHz_25,clocks_current_graphicsMHz_50,clocks_current_graphicsMHz_75,clocks_current_graphicsMHz_max,clocks_current_smMHz_mean,clocks_current_smMHz_std,clocks_current_smMHz_min,clocks_current_smMHz_25,clocks_current_smMHz_50,clocks_current_smMHz_75,clocks_current_smMHz_max,memory_freeMiB_mean,memory_freeMiB_std,memory_freeMiB_min,memory_freeMiB_25,memory_freeMiB_50,memory_freeMiB_75,memory_freeMiB_max,memory_totalMiB_mean,memory_totalMiB_std,memory_totalMiB_min,memory_totalMiB_25,memory_totalMiB_50,memory_totalMiB_75,memory_totalMiB_max,memory_usedMiB_mean,memory_usedMiB_std,memory_usedMiB_min,memory_usedMiB_25,memory_usedMiB_50,memory_usedMiB_75,memory_usedMiB_max,power_drawW_mean,power_drawW_std,power_drawW_min,power_drawW_25,power_drawW_50,power_drawW_75,power_drawW_max,temperature_gpu_mean,temperature_gpu_std,temperature_gpu_min,temperature_gpu_25,temperature_gpu_50,temperature_gpu_75,temperature_gpu_max,utilization_gpu_mean,utilization_gpu_std,utilization_gpu_min,utilization_gpu_25,utilization_gpu_50,utilization_gpu_75,utilization_gpu_max,utilization_memory_mean,utilization_memory_std,utilization_memory_min,utilization_memory_25,utilization_memory_50,utilization_memory_75,utilization_memory_max,clocks_throttle_reasons_sw_power_cap_Active,clocks_throttle_reasons_sw_power_cap_NotActive,clocks_throttle_reasons_active_0x0000000000000000,clocks_throttle_reasons_active_0x0000000000000001,clocks_throttle_reasons_active_0x0000000000000004
p100,MNIST_CNN,32,224,2000,27.939,2.7939,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,213.28225806451616,56.677232393647955,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16066.717741935483,56.677232393647955,15781.0,16081.0,16081.0,16081.0,16081.0,122.11241935483869,31.986772541236572,40.51,117.35,130.34,142.265,161.27,53.403225806451616,0.9344452539398352,51.0,53.0,54.0,54.0,54.0,76.4274193548387,25.45271821571065,0.0,81.0,87.0,89.0,91.0,39.08064516129032,15.481265561566653,0.0,38.0,47.0,48.0,49.0,0,248,248,0,0
p100,MNIST_CNN,16,224,2000,37.769,3.7769,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,210.07100591715977,49.537453859581575,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16069.928994082842,49.537453859581575,15781.0,16081.0,16081.0,16081.0,16081.0,120.9964201183432,27.340474587100765,41.0,116.6525,128.915,139.285,148.5,53.43195266272189,0.9259447196594904,50.0,53.0,54.0,54.0,54.0,79.48816568047337,23.1014054489608,0.0,83.0,89.0,90.0,92.0,41.914201183431956,15.058985096921909,0.0,45.0,49.0,50.0,51.0,0,338,338,0,0
p100,MNIST_CNN,64,128,5000,16.233,1.6233,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,224.22666666666663,72.5311455124709,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16055.773333333333,72.53114551247094,15781.0,16081.0,16081.0,16081.0,16081.0,110.9512,32.644829573443864,41.24,106.0925,124.71,131.89499999999998,144.62,53.42666666666667,0.9507797341699484,51.0,53.0,54.0,54.0,54.0,61.40666666666666,26.575988725422445,0.0,59.0,75.0,78.0,80.0,27.27333333333333,13.308369807573092,0.0,24.0,35.0,36.0,37.0,0,150,150,0,0
p100,MNIST_CNN,256,128,5000,15.783,1.5783,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,228.06944444444446,77.08279562592018,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16051.930555555557,77.0827956259202,15781.0,16081.0,16081.0,16081.0,16081.0,114.12020833333332,42.523037383845256,40.76,91.6525,126.705,150.5925,170.65,52.95833333333334,1.0503079801405173,51.0,53.0,53.0,54.0,54.0,63.38888888888889,30.85860175466967,0.0,48.75,79.0,84.0,99.0,28.368055555555557,15.528339320958375,0.0,13.75,37.0,40.0,44.0,0,144,144,0,0
p100,MNIST_CNN,32,64,5000,10.475999999999999,1.0476,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,238.77319587628867,88.84156135534191,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16041.226804123711,88.84156135534192,15781.0,16081.0,16081.0,16081.0,16081.0,64.13577319587628,15.586568726193633,38.34,54.42,70.92,77.48,82.19,42.89690721649485,0.30565967194176336,42.0,43.0,43.0,43.0,43.0,31.123711340206185,16.472361784186898,0.0,24.0,40.0,44.0,46.0,11.298969072164951,6.774899981508964,0.0,6.0,15.0,17.0,18.0,0,97,97,0,0
p100,MNIST_CNN,16,64,5000,17.355999999999998,1.7356000000000005,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,222.08641975308643,69.13668117574511,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16057.913580246914,69.13668117574511,15781.0,16081.0,16081.0,16081.0,16081.0,57.23580246913581,9.122281283301392,37.84,52.345,61.83,63.42,66.62,40.06172839506173,0.2414078280362087,40.0,40.0,40.0,40.0,41.0,29.62962962962963,12.07064551263881,0.0,27.0,36.0,37.0,38.0,6.166666666666668,2.8876477134114173,0.0,5.0,8.0,8.0,8.0,0,162,162,0,0
p100,MNIST_CNN,128,224,2000,22.674,2.2674,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,219.73076923076923,65.71586191794175,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16060.26923076923,65.71586191794177,15781.0,16081.0,16081.0,16081.0,16081.0,134.88370192307693,49.89399653359406,40.76,99.6325,156.43,172.37,196.17,54.278846153846146,1.4675671199571552,51.0,54.0,55.0,55.0,56.0,73.21153846153847,29.450252191508326,0.0,70.75,87.0,90.0,100.0,33.64903846153846,16.064691051740944,0.0,27.0,42.0,44.0,49.0,0,208,208,0,0
p100,MNIST_CNN,64,224,2000,24.3,2.43,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,217.61261261261262,63.261744735578745,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16062.387387387387,63.26174473557873,15781.0,16081.0,16081.0,16081.0,16081.0,130.68081081081078,42.895356500376145,40.51,112.19750000000002,145.97,163.2,179.61,53.3963963963964,1.2128966060635713,50.0,53.0,54.0,54.0,55.0,72.13513513513513,27.972671371301214,0.0,75.0,86.0,88.0,95.0,34.671171171171174,15.467817340620007,0.0,29.0,43.0,45.0,46.0,0,222,222,0,0
p100,MNIST_CNN,32,128,5000,19.253,1.9253,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,220.79661016949154,68.12925040811058,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16059.203389830507,68.12925040811054,15781.0,16081.0,16081.0,16081.0,16081.0,103.01785310734465,28.860275602714943,40.29,96.72,116.54,122.03,134.29,51.56497175141243,0.7366340249387638,50.0,51.0,52.0,52.0,52.0,57.36158192090395,23.17875922696229,0.0,59.0,68.0,71.0,73.0,29.644067796610173,13.66327531926086,0.0,26.0,37.0,38.0,39.0,0,177,177,0,0
p100,MNIST_CNN,16,128,5000,25.113000000000003,2.5113,1314.108225108225,41.70018738214046,1189.0,1328.0,1328.0,1328.0,1328.0,1314.108225108225,41.70018738214046,1189.0,1328.0,1328.0,1328.0,1328.0,216.03030303030303,60.97921199167109,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16063.969696969694,60.97921199167108,15781.0,16081.0,16081.0,16081.0,16081.0,93.80064935064934,23.52504578405168,34.43,86.07,104.23,108.59,118.47,47.83116883116883,0.8299177130912082,46.0,48.0,48.0,48.0,49.0,51.887445887445885,18.94581215548056,0.0,51.0,61.0,63.0,64.0,21.307359307359306,8.669079859196103,0.0,21.0,26.0,26.0,27.0,0,231,231,0,0
p100,MNIST_CNN,256,224,2000,24.146,2.4146,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,221.17194570135743,68.05203443834017,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16058.828054298645,68.05203443834019,15781.0,16081.0,16081.0,16081.0,16081.0,130.75723981900452,56.40734188255871,38.31,70.45,150.1,175.53,211.89,46.98190045248869,2.1061895816097875,42.0,46.0,47.0,49.0,50.0,74.3529411764706,32.293573142502524,0.0,75.0,89.0,93.0,100.0,32.384615384615394,17.488737634716347,0.0,20.0,42.0,45.0,52.0,0,221,221,0,0
p100,MNIST_CNN,16,32,50000,112.177,11.2177,1189.0,0.0,1189.0,1189.0,1189.0,1189.0,1189.0,1189.0,0.0,1189.0,1189.0,1189.0,1189.0,1189.0,202.35952848722985,28.064233328286328,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16077.640471512768,28.064233328286328,15781.0,16081.0,16081.0,16081.0,16081.0,35.88261296660118,1.2376533006995096,31.5,35.41,36.14,36.85,40.51,31.94302554027505,0.2319077422603817,31.0,32.0,32.0,32.0,32.0,24.577603143418468,4.2436104263943575,0.0,25.0,26.0,27.0,28.0,1.835952848722986,0.4178939162134325,0.0,2.0,2.0,2.0,2.0,0,1018,1018,0,0
p100,MNIST_CNN,256,256,2000,29.995,2.9995000000000003,1327.1143911439115,3.1431606377320174,1316.0,1328.0,1328.0,1328.0,1328.0,1327.1143911439115,3.1431606377320174,1316.0,1328.0,1328.0,1328.0,1328.0,218.0110701107011,64.71083734268444,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16061.9889298893,64.7108373426844,15781.0,16081.0,16081.0,16081.0,16081.0,138.0130258302583,59.5462807968421,37.82,89.405,153.65,187.395,222.17,46.61992619926199,2.47345342514977,41.0,45.5,47.0,49.0,50.0,74.22878228782288,32.853423943448895,0.0,75.5,87.0,95.0,100.0,34.77859778597786,17.667370621945427,0.0,27.0,42.0,47.0,56.0,0,271,271,0,0
p100,MNIST_CNN,64,32,50000,38.633,3.8633,1189.0,0.0,1189.0,1189.0,1189.0,1189.0,1189.0,1189.0,0.0,1189.0,1189.0,1189.0,1189.0,1189.0,209.25495750708214,47.97528523958154,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16070.745042492916,47.97528523958157,15781.0,16081.0,16081.0,16081.0,16081.0,44.32594900849859,4.106686104239783,32.72,43.69,45.88,47.1,49.57,37.113314447592074,0.3514071635465197,36.0,37.0,37.0,37.0,38.0,29.855524079320112,8.446292847383704,0.0,32.0,33.0,34.0,36.0,6.779036827195468,2.5241812761997062,0.0,8.0,8.0,8.0,9.0,0,353,353,0,0
p100,MNIST_CNN,128,64,5000,6.425,0.6425,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,262.54838709677415,105.33158843360366,199.0,199.0,199.0,313.5,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16017.451612903225,105.33158843360359,15781.0,15966.5,16081.0,16081.0,16081.0,81.98677419354837,35.960816871691385,39.56,40.105,92.06,118.765,128.42,48.193548387096776,0.9024322267349582,47.0,47.0,48.0,49.0,50.0,38.064516129032256,27.776550416506357,0.0,5.0,48.0,65.0,70.0,14.080645161290322,11.631357259928482,0.0,0.0,18.0,25.0,28.0,0,62,62,0,0
p100,MNIST_CNN,256,64,5000,5.789,0.5789,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,262.70909090909095,102.37506798754542,199.0,199.0,199.0,320.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16017.290909090909,102.37506798754544,15781.0,15960.0,16081.0,16081.0,16081.0,81.09781818181818,34.96650718589355,39.78,40.28,88.44,111.665,128.56,48.85454545454545,0.8259266808590713,48.0,48.0,49.0,50.0,50.0,39.21818181818182,30.42214770043481,0.0,3.5,52.0,63.0,84.0,16.490909090909092,14.60704133511152,0.0,0.0,23.0,28.5,38.0,0,55,55,0,0
p100,MNIST_CNN,256,32,50000,15.617,1.5617,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,224.11111111111111,72.01545202402973,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16055.888888888889,72.01545202402973,15781.0,16081.0,16081.0,16081.0,16081.0,85.74583333333334,23.12293876657544,39.31,75.555,96.165,101.64499999999998,111.36,47.618055555555564,0.7289855752482137,46.0,48.0,48.0,48.0,48.0,45.85416666666666,20.162267864864443,0.0,36.75,57.0,58.0,60.0,13.763888888888891,6.549420634293589,0.0,10.75,17.0,18.0,18.0,0,144,144,0,0
p100,MNIST_CNN,64,256,2000,31.325,3.1325,1324.5194346289752,21.632212904375148,1189.0,1328.0,1328.0,1328.0,1328.0,1324.0282685512368,23.082320600330004,1189.0,1328.0,1328.0,1328.0,1328.0,213.53710247349827,57.26974745129275,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16066.462897526502,57.26974745129275,15781.0,16081.0,16081.0,16081.0,16081.0,133.37455830388694,43.904531843332826,34.67,116.24,147.52,166.115,189.59,51.745583038869256,1.3231195391530597,48.0,51.0,52.0,53.0,53.0,75.86572438162543,26.340440116956486,0.0,79.0,87.0,90.0,100.0,42.18374558303887,18.164383866236893,0.0,35.5,51.0,54.0,58.0,0,283,283,0,0
p100,MNIST_CNN,128,128,5000,14.9,1.49,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,227.9710144927536,77.34168591377608,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16052.028985507246,77.34168591377608,15781.0,16081.0,16081.0,16081.0,16081.0,112.08065217391304,37.2304074610734,41.49,104.8,124.62,137.3775,159.01,54.56521739130435,0.9737917592341132,52.0,54.0,55.0,55.0,56.0,62.35507246376812,30.498486434776222,0.0,58.25,79.0,82.0,86.0,28.782608695652176,15.409608875626205,0.0,25.0,37.5,39.0,42.0,0,138,138,0,0
p100,MNIST_CNN,32,256,2000,36.001999999999995,3.6002,1325.3858024691358,18.110665544777547,1189.0,1328.0,1328.0,1328.0,1328.0,1325.3858024691358,18.110665544777547,1189.0,1328.0,1328.0,1328.0,1328.0,209.78395061728398,50.119265699443595,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16070.216049382714,50.11926569944358,15781.0,16081.0,16081.0,16081.0,16081.0,129.12466049382715,33.25537118853848,35.41,121.2925,135.85,152.77,165.27,52.27160493827161,1.1073897088568412,49.0,52.0,53.0,53.0,54.0,78.64197530864197,24.427720457222996,0.0,83.75,89.0,90.0,92.0,45.88580246913581,17.541703929591062,0.0,48.75,54.0,56.0,58.0,0,324,324,0,0
p100,MNIST_CNN,16,256,2000,48.486999999999995,4.8487,1325.4436781609195,18.69752997037189,1189.0,1328.0,1328.0,1328.0,1328.0,1325.4436781609195,18.69752997037189,1189.0,1328.0,1328.0,1328.0,1328.0,208.02988505747126,45.08534179661538,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16071.970114942531,45.08534179661538,15781.0,16081.0,16081.0,16081.0,16081.0,122.5796091954023,28.572987413897657,35.16,115.83,130.61,141.70499999999996,154.25,52.029885057471255,1.0567006890339277,48.0,52.0,52.0,53.0,53.0,80.87586206896552,22.241101184887746,0.0,81.0,90.0,91.0,93.0,43.22988505747128,14.732563035033241,0.0,43.0,50.0,51.0,54.0,0,435,435,0,0
p100,MNIST_CNN,64,64,5000,7.585,0.7585,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,251.16666666666663,97.89776213471846,199.0,199.0,199.0,240.5,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16028.833333333336,97.89776213471848,15781.0,16039.5,16081.0,16081.0,16081.0,77.77875,28.35578764170889,38.56,40.825,92.17,102.945,109.83,44.20833333333334,0.8871143280242494,43.0,43.0,45.0,45.0,45.0,36.638888888888886,23.39634349399258,0.0,6.0,49.0,57.0,60.0,13.319444444444445,9.425506881261141,0.0,0.0,17.0,22.0,23.0,0,72,72,0,0
p100,MNIST_CNN,128,256,2000,28.625999999999998,2.8626,1325.546875,17.33266637102935,1189.0,1328.0,1328.0,1328.0,1328.0,1325.546875,17.33266637102935,1189.0,1328.0,1328.0,1328.0,1328.0,216.171875,60.36075979913947,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16063.828125,60.36075979913947,15781.0,16081.0,16081.0,16081.0,16081.0,139.14210937500002,51.151401378496644,34.67,99.895,159.405,176.7425,204.76,52.7578125,1.5146142652665793,49.0,52.0,53.0,54.0,55.0,76.14453125,28.46075056839975,0.0,78.75,89.0,92.0,100.0,40.5859375,18.875246719592575,0.0,31.0,49.0,53.0,61.0,0,256,256,0,0
p100,MNIST_CNN,128,32,50000,22.73,2.273,1313.3238095238096,42.646762132034375,1189.0,1328.0,1328.0,1328.0,1328.0,1313.3238095238096,42.646762132034375,1189.0,1328.0,1328.0,1328.0,1328.0,217.33333333333331,63.18093811418784,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16062.666666666664,63.18093811418787,15781.0,16081.0,16081.0,16081.0,16081.0,67.0065238095238,14.00540370122756,33.7,61.5475,72.295,76.6875,89.11,43.014285714285705,0.4205097320195713,42.0,43.0,43.0,43.0,44.0,36.52857142857143,13.617524694696279,0.0,38.0,43.0,45.0,51.0,10.471428571428572,4.434708996364176,0.0,10.25,13.0,13.0,14.0,0,210,210,0,0
p100,MNIST_CNN,32,32,50000,68.568,6.8568,1189.0,0.0,1189.0,1189.0,1189.0,1189.0,1189.0,1189.0,0.0,1189.0,1189.0,1189.0,1189.0,1189.0,204.553772070626,35.851066271317634,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16075.446227929375,35.851066271317634,15781.0,16081.0,16081.0,16081.0,16081.0,38.84385232744784,2.1339202614760056,31.5,38.09,39.54,40.05,53.66,33.788121990369184,0.4089672168418118,33.0,34.0,34.0,34.0,34.0,25.39646869983948,5.250489524129135,0.0,26.0,27.0,28.0,29.0,4.434991974317817,1.2584870560929464,0.0,5.0,5.0,5.0,5.0,0,623,623,0,0
p100,AlexNet,32,256,2000,306.985,30.698500000000006,1326.34841954023,4.9945724420873825,1252.0,1328.0,1328.0,1328.0,1328.0,1326.3527298850574,4.990815108616178,1252.0,1328.0,1328.0,1328.0,1328.0,201.36853448275863,24.2288902872025,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16078.631465517241,24.228890287202486,15781.0,16081.0,16081.0,16081.0,16081.0,196.10028735632184,36.18082410083999,40.02,174.9775,202.09,222.4,260.91,65.49892241379311,4.195971784852069,48.0,64.0,68.0,68.0,70.0,97.08405172413794,11.396148461091311,0.0,98.0,99.0,100.0,100.0,56.585488505747136,9.557956310353486,0.0,54.0,58.0,62.0,68.0,138,2646,2646,0,138
p100,AlexNet,128,128,5000,212.239,21.2239,1323.7677522690872,16.108538974854568,1189.0,1328.0,1328.0,1328.0,1328.0,1323.781099839829,16.101677643494337,1189.0,1328.0,1328.0,1328.0,1328.0,202.1863320875601,27.681722522385158,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16077.813667912442,27.681722522385158,15781.0,16081.0,16081.0,16081.0,16081.0,200.37511478910838,35.69438683456963,34.92,183.53,208.01,223.98,258.47,65.99359316604378,4.266491577812267,49.0,64.0,68.0,69.0,70.0,96.82808328884144,12.71496029018941,0.0,98.0,99.0,100.0,100.0,51.96155899626268,8.919728453708133,0.0,52.0,54.0,55.0,61.0,83,1790,1790,0,83
p100,AlexNet,16,256,2000,360.027,36.0027,1327.875417806138,1.2951770836331842,1303.0,1328.0,1328.0,1328.0,1328.0,1327.875417806138,1.2951770836331842,1303.0,1328.0,1328.0,1328.0,1328.0,200.90641142509875,22.01957663611445,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16079.0935885749,22.019576636114454,15781.0,16081.0,16081.0,16081.0,16081.0,192.89583105439075,31.35300020839309,40.02,182.46,198.09,211.89,245.35,65.48890914615619,3.8075411168874673,49.0,64.0,67.0,68.0,70.0,95.61835308416893,15.081326156019232,0.0,97.0,98.0,100.0,100.0,53.0154968094804,10.65339835705101,0.0,49.0,55.0,61.0,65.0,1,3290,3290,0,1
p100,AlexNet,64,32,50000,429.86699999999996,42.9867,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,200.68987503187958,20.974516170374887,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16079.310124968119,20.974516170374887,15781.0,16081.0,16081.0,16081.0,16081.0,180.11255802091304,24.948415034127198,36.87,175.0,183.56,192.77,224.76,62.15582759500128,6.811675700728976,35.0,60.0,65.0,67.0,68.0,91.2501912777353,14.584828942947402,0.0,94.0,94.0,95.0,98.0,36.843662331038,6.010220143700772,0.0,38.0,38.0,38.0,39.0,0,3921,3921,0,0
p100,AlexNet,32,64,5000,99.425,9.9425,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,0.0,1328.0,1328.0,1328.0,1328.0,1328.0,205.31728665207882,39.68462732696179,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16074.682713347922,39.684627326961795,15781.0,16081.0,16081.0,16081.0,16081.0,174.270590809628,28.23531947412837,38.07,170.82250000000005,180.795,187.76,207.88,54.78993435448578,4.96490061449237,41.0,52.0,56.0,59.0,61.0,90.63457330415756,16.942979802978858,0.0,94.0,95.0,95.0,96.0,41.27680525164113,8.091817583073533,0.0,43.0,43.0,44.0,45.0,0,914,914,0,0
p100,AlexNet,16,128,5000,295.13,29.513,1326.542739828294,14.140060837793886,1189.0,1328.0,1328.0,1328.0,1328.0,1326.542739828294,14.140060837793886,1189.0,1328.0,1328.0,1328.0,1328.0,201.32698768197088,24.49332382854053,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16078.673012318031,24.49332382854053,15781.0,16081.0,16081.0,16081.0,16081.0,180.583437849944,22.74395884005736,34.19,174.66,186.06,192.89,223.12,62.690929451287786,4.701313498695818,45.0,60.0,64.0,66.0,68.0,94.19111608809256,12.286232611585856,0.0,96.0,96.0,97.0,98.0,48.386711459499814,6.917668142857952,0.0,49.0,50.0,50.0,52.0,0,2679,2679,0,0
p100,AlexNet,256,32,50000,322.14099999999996,32.2141,1327.9487267721954,1.185303041791528,1290.0,1328.0,1328.0,1328.0,1328.0,1327.9487267721954,1.185303041791528,1290.0,1328.0,1328.0,1328.0,1328.0,201.12594631796284,23.194974703883872,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16078.874053682037,23.194974703883872,15781.0,16081.0,16081.0,16081.0,16081.0,209.3153475567791,26.599603449084093,38.8,198.54,211.965,223.735,249.46,66.10667584308328,5.211496971558086,44.0,65.0,68.0,69.0,71.0,96.35684790089469,10.225326269816044,0.0,98.0,98.0,98.0,100.0,44.99242945629732,5.109265096587548,0.0,45.0,46.0,46.0,47.0,1,2905,2905,0,1
p100,AlexNet,128,32,50000,354.30300000000005,35.4303,1326.8032128514055,12.661901413294258,1189.0,1328.0,1328.0,1328.0,1328.0,1326.8032128514055,12.661901413294258,1189.0,1328.0,1328.0,1328.0,1328.0,200.79425393883224,21.602337672820287,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16079.205746061167,21.602337672820287,15781.0,16081.0,16081.0,16081.0,16081.0,198.65646277417358,22.624974419661733,33.21,189.98,200.88,210.68,255.83,64.82576459684893,5.8434915997911965,41.0,63.0,67.0,69.0,70.0,95.08897126969416,9.870740249026928,0.0,96.0,97.0,97.0,99.0,40.94253938832252,4.460903931184753,0.0,41.0,42.0,42.0,43.0,0,3237,3237,0,0
p100,AlexNet,64,128,5000,220.28400000000002,22.0284,1327.8498259572352,1.4504498254204468,1303.0,1328.0,1328.0,1328.0,1328.0,1327.8498259572352,1.4504498254204468,1303.0,1328.0,1328.0,1328.0,1328.0,202.33664843361512,29.09233104919305,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16077.663351566383,29.09233104919305,15781.0,16081.0,16081.0,16081.0,16081.0,202.2127349577325,32.3312027524767,39.53,189.61,208.14,221.03,251.0,65.18945798110393,5.426524890999444,46.0,62.0,68.0,69.0,70.0,96.16061660865242,12.753794105959866,0.0,98.0,98.0,99.0,100.0,51.00397812033815,7.7141714965463395,0.0,52.0,52.0,53.0,56.0,12,1999,1999,0,12
p100,AlexNet,256,128,5000,281.585,28.1585,1321.3542168674699,18.166804245815552,1189.0,1328.0,1328.0,1328.0,1328.0,1321.3542168674699,18.166804245815552,1189.0,1328.0,1328.0,1328.0,1328.0,202.01927710843373,26.953534073947527,199.0,199.0,199.0,199.0,499.0,16280.0,0.0,16280.0,16280.0,16280.0,16280.0,16280.0,16077.980722891567,26.953534073947527,15781.0,16081.0,16081.0,16081.0,16081.0,206.1753453815261,34.913742221123684,34.92,192.3275,218.28,226.4,272.67,66.66947791164658,4.077837498803417,48.0,66.0,68.0,69.0,70.0,97.48473895582329,12.21200036953162,0.0,100.0,100.0,100.0,100.0,38.59598393574297,16.051238264851,0.0,26.0,42.0,51.0,74.0,146,2344,2344,0,146
