,Similar_metric,DTW
p100_ResNetSmall_batchsize64_datasize32_total_epoch10_totaldata50000,g5_CIFAR10_CNN_batchsize128_datasize32_total_epoch10_totaldata50000,6.535854888205908
p100_ResNetSmall_batchsize256_datasize64_total_epoch10_totaldata5000,p3_MNIST_CNN_batchsize256_datasize64_total_epoch10_totaldata5000,0.9768439022914356
p100_ResNetSmall_batchsize256_datasize32_total_epoch10_totaldata50000,g4dn_CIFAR10_CNN_batchsize128_datasize128_total_epoch10_totaldata5000,4.011913875249617
p100_ResNetSmall_batchsize64_datasize64_total_epoch10_totaldata5000,g4dn_MNIST_CNN_batchsize32_datasize64_total_epoch10_totaldata5000,2.0379536282859423
p100_ResNetSmall_batchsize32_datasize64_total_epoch10_totaldata5000,p3_LeNet5_batchsize16_datasize128_total_epoch10_totaldata5000,2.5920540564798773
p100_ResNetSmall_batchsize32_datasize32_total_epoch10_totaldata50000,g5_AlexNet_batchsize256_datasize32_total_epoch10_totaldata50000,1.2067217383655775
p100_ResNetSmall_batchsize256_datasize128_total_epoch10_totaldata5000,p3_LeNet5_batchsize128_datasize224_total_epoch10_totaldata2000,2.506617526018444
p100_ResNetSmall_batchsize64_datasize256_total_epoch10_totaldata2000,p3_LeNet5_batchsize64_datasize256_total_epoch10_totaldata2000,5.032132401739827
p100_ResNetSmall_batchsize128_datasize256_total_epoch10_totaldata2000,g5_ResNetSmall_batchsize256_datasize224_total_epoch10_totaldata2000,6.448785691226977
p100_ResNetSmall_batchsize128_datasize128_total_epoch10_totaldata5000,p3_LeNet5_batchsize32_datasize128_total_epoch10_totaldata5000,3.047954969015825
p100_ResNetSmall_batchsize32_datasize128_total_epoch10_totaldata5000,g5_ResNetSmall_batchsize128_datasize256_total_epoch10_totaldata2000,2.7208987516464727
p100_ResNetSmall_batchsize16_datasize64_total_epoch10_totaldata5000,g4dn_MNIST_CNN_batchsize32_datasize128_total_epoch10_totaldata5000,5.205609423504615
p100_ResNetSmall_batchsize16_datasize32_total_epoch10_totaldata50000,g5_AlexNet_batchsize32_datasize32_total_epoch10_totaldata50000,3.8813105406558575
p100_ResNetSmall_batchsize256_datasize256_total_epoch10_totaldata2000,p3_MNIST_CNN_batchsize256_datasize224_total_epoch10_totaldata2000,4.8695659034684065
p100_ResNetSmall_batchsize256_datasize224_total_epoch10_totaldata2000,p3_ResNetSmall_batchsize256_datasize224_total_epoch10_totaldata2000,4.731910500261988
p100_ResNetSmall_batchsize128_datasize64_total_epoch10_totaldata5000,g5_LeNet5_batchsize128_datasize256_total_epoch10_totaldata2000,1.5110746230264405
p100_ResNetSmall_batchsize16_datasize224_total_epoch10_totaldata2000,p3_LeNet5_batchsize64_datasize256_total_epoch10_totaldata2000,2.025361920988604
p100_ResNetSmall_batchsize32_datasize256_total_epoch10_totaldata2000,p3_LeNet5_batchsize128_datasize256_total_epoch10_totaldata2000,3.9283594639912405
p100_ResNetSmall_batchsize128_datasize32_total_epoch10_totaldata50000,g4dn_LeNet5_batchsize128_datasize128_total_epoch10_totaldata5000,3.1344627951051693
p3_MNIST_CNN_batchsize32_datasize224_total_epoch10_totaldata2000,p100_CIFAR10_CNN_batchsize128_datasize64_total_epoch10_totaldata5000,2.150427062007042
p3_MNIST_CNN_batchsize16_datasize224_total_epoch10_totaldata2000,p100_LeNet5_batchsize64_datasize128_total_epoch10_totaldata5000,2.9128985772608367
p3_MNIST_CNN_batchsize64_datasize128_total_epoch10_totaldata5000,p100_MNIST_CNN_batchsize256_datasize64_total_epoch10_totaldata5000,1.5471306134923075
p3_MNIST_CNN_batchsize256_datasize128_total_epoch10_totaldata5000,g5_LeNet5_batchsize128_datasize224_total_epoch10_totaldata2000,1.4939055366077625
p3_MNIST_CNN_batchsize32_datasize64_total_epoch10_totaldata5000,p100_LeNet5_batchsize256_datasize64_total_epoch10_totaldata5000,1.4653664022470052
p3_MNIST_CNN_batchsize16_datasize64_total_epoch10_totaldata5000,g5_LeNet5_batchsize128_datasize32_total_epoch10_totaldata50000,2.214635826529197
p3_MNIST_CNN_batchsize128_datasize224_total_epoch10_totaldata2000,p100_ResNetSmall_batchsize16_datasize224_total_epoch10_totaldata2000,3.3087988069376744
p3_MNIST_CNN_batchsize64_datasize224_total_epoch10_totaldata2000,p100_MNIST_CNN_batchsize256_datasize32_total_epoch10_totaldata50000,2.8169307139494357
p3_MNIST_CNN_batchsize32_datasize128_total_epoch10_totaldata5000,p100_LeNet5_batchsize32_datasize128_total_epoch10_totaldata5000,2.1401594092007854
p3_MNIST_CNN_batchsize16_datasize128_total_epoch10_totaldata5000,g5_VGG19_batchsize256_datasize64_total_epoch10_totaldata5000,6.351749476651257
p3_MNIST_CNN_batchsize256_datasize224_total_epoch10_totaldata2000,p100_ResNetSmall_batchsize256_datasize256_total_epoch10_totaldata2000,4.8695659034684065
p3_MNIST_CNN_batchsize16_datasize32_total_epoch10_totaldata50000,g4dn_CIFAR10_CNN_batchsize16_datasize32_total_epoch10_totaldata50000,0.5763036893986259
p3_MNIST_CNN_batchsize256_datasize256_total_epoch10_totaldata2000,p100_LeNet5_batchsize128_datasize256_total_epoch10_totaldata2000,7.172744263334409
p3_MNIST_CNN_batchsize64_datasize32_total_epoch10_totaldata50000,g5_AlexNet_batchsize256_datasize128_total_epoch10_totaldata5000,5.394751792620309
p3_MNIST_CNN_batchsize128_datasize64_total_epoch10_totaldata5000,g5_MNIST_CNN_batchsize128_datasize64_total_epoch10_totaldata5000,1.3675295844688249
p3_MNIST_CNN_batchsize256_datasize64_total_epoch10_totaldata5000,g5_MNIST_CNN_batchsize64_datasize64_total_epoch10_totaldata5000,0.7486472800378909
p3_MNIST_CNN_batchsize256_datasize32_total_epoch10_totaldata50000,g4dn_LeNet5_batchsize32_datasize224_total_epoch10_totaldata2000,2.3770230777600716
p3_MNIST_CNN_batchsize64_datasize256_total_epoch10_totaldata2000,g5_LeNet5_batchsize64_datasize224_total_epoch10_totaldata2000,4.1004570979595485
p3_MNIST_CNN_batchsize128_datasize128_total_epoch10_totaldata5000,p100_MNIST_CNN_batchsize256_datasize32_total_epoch10_totaldata50000,2.2087311603387496
p3_MNIST_CNN_batchsize32_datasize256_total_epoch10_totaldata2000,g4dn_MNIST_CNN_batchsize128_datasize64_total_epoch10_totaldata5000,3.804866168494306
p3_MNIST_CNN_batchsize16_datasize256_total_epoch10_totaldata2000,p100_LeNet5_batchsize128_datasize224_total_epoch10_totaldata2000,2.8461580656979932
p3_MNIST_CNN_batchsize64_datasize64_total_epoch10_totaldata5000,p100_MNIST_CNN_batchsize128_datasize64_total_epoch10_totaldata5000,1.3221969923413122
p3_MNIST_CNN_batchsize128_datasize256_total_epoch10_totaldata2000,p100_LeNet5_batchsize128_datasize256_total_epoch10_totaldata2000,7.068473607950248
p3_MNIST_CNN_batchsize128_datasize32_total_epoch10_totaldata50000,g4dn_LeNet5_batchsize128_datasize32_total_epoch10_totaldata50000,5.684566843309388
p3_MNIST_CNN_batchsize32_datasize32_total_epoch10_totaldata50000,g5_ResNetSmall_batchsize256_datasize32_total_epoch10_totaldata50000,5.965465755689426
p3_AlexNet_batchsize32_datasize256_total_epoch10_totaldata2000,g5_ResNet50_batchsize64_datasize32_total_epoch10_totaldata50000,1.243217953100176
p3_AlexNet_batchsize128_datasize128_total_epoch10_totaldata5000,g5_VGG19_batchsize64_datasize224_total_epoch10_totaldata2000,1.2730261669115064
p3_AlexNet_batchsize16_datasize256_total_epoch10_totaldata2000,p100_VGG19_batchsize64_datasize224_total_epoch10_totaldata2000,2.4273398291196107
p3_AlexNet_batchsize64_datasize32_total_epoch10_totaldata50000,g4dn_ResNet50_batchsize128_datasize32_total_epoch10_totaldata50000,2.2400867483652425
p3_AlexNet_batchsize32_datasize64_total_epoch10_totaldata5000,g4dn_MNIST_CNN_batchsize16_datasize224_total_epoch10_totaldata2000,5.842920392674457
p3_AlexNet_batchsize16_datasize128_total_epoch10_totaldata5000,p100_VGG19_batchsize64_datasize128_total_epoch10_totaldata5000,2.367494844995707
p3_AlexNet_batchsize256_datasize32_total_epoch10_totaldata50000,g5_VGG19_batchsize32_datasize32_total_epoch10_totaldata50000,2.5237913536569248
p3_AlexNet_batchsize128_datasize32_total_epoch10_totaldata50000,p100_VGG19_batchsize32_datasize224_total_epoch10_totaldata2000,1.1981166285977674
p3_AlexNet_batchsize64_datasize128_total_epoch10_totaldata5000,g4dn_VGG19_batchsize32_datasize64_total_epoch10_totaldata5000,1.7018803300918586
p3_AlexNet_batchsize256_datasize128_total_epoch10_totaldata5000,g5_VGG19_batchsize256_datasize224_total_epoch10_totaldata2000,1.8315878189021264
p3_AlexNet_batchsize16_datasize32_total_epoch10_totaldata50000,g4dn_VGG19_batchsize32_datasize224_total_epoch10_totaldata2000,0.5800837673088888
p3_AlexNet_batchsize256_datasize64_total_epoch10_totaldata5000,g5_AlexNet_batchsize256_datasize64_total_epoch10_totaldata5000,4.693717278073011
p3_AlexNet_batchsize32_datasize32_total_epoch10_totaldata50000,g5_VGG19_batchsize16_datasize32_total_epoch10_totaldata50000,0.9259688773990064
p3_AlexNet_batchsize16_datasize224_total_epoch10_totaldata2000,p100_VGG19_batchsize32_datasize128_total_epoch10_totaldata5000,2.4299316801211592
p3_AlexNet_batchsize128_datasize64_total_epoch10_totaldata5000,g5_AlexNet_batchsize128_datasize64_total_epoch10_totaldata5000,2.7248160884893244
p3_AlexNet_batchsize16_datasize64_total_epoch10_totaldata5000,p100_AlexNet_batchsize128_datasize64_total_epoch10_totaldata5000,6.860869457978778
p3_AlexNet_batchsize64_datasize64_total_epoch10_totaldata5000,g4dn_MNIST_CNN_batchsize16_datasize224_total_epoch10_totaldata2000,7.377745292139782
p3_AlexNet_batchsize32_datasize224_total_epoch10_totaldata2000,g5_VGG19_batchsize64_datasize256_total_epoch10_totaldata2000,1.5305673325980869
p3_AlexNet_batchsize32_datasize128_total_epoch10_totaldata5000,g4dn_VGG19_batchsize32_datasize64_total_epoch10_totaldata5000,1.6566561165932223
p3_CIFAR10_CNN_batchsize32_datasize128_total_epoch10_totaldata5000,g4dn_MNIST_CNN_batchsize16_datasize128_total_epoch10_totaldata5000,2.385234670987178
p3_CIFAR10_CNN_batchsize32_datasize32_total_epoch10_totaldata50000,g5_ResNetSmall_batchsize256_datasize32_total_epoch10_totaldata50000,6.178968905739887
p3_CIFAR10_CNN_batchsize128_datasize32_total_epoch10_totaldata50000,g4dn_AlexNet_batchsize16_datasize224_total_epoch10_totaldata2000,4.983148300009419
p3_CIFAR10_CNN_batchsize16_datasize128_total_epoch10_totaldata5000,g4dn_AlexNet_batchsize32_datasize32_total_epoch10_totaldata50000,2.512210185426351
p3_CIFAR10_CNN_batchsize128_datasize64_total_epoch10_totaldata5000,g5_LeNet5_batchsize256_datasize128_total_epoch10_totaldata5000,1.3808502728240124
p3_CIFAR10_CNN_batchsize64_datasize224_total_epoch10_totaldata2000,g5_VGG19_batchsize64_datasize64_total_epoch10_totaldata5000,2.417960853765276
p3_CIFAR10_CNN_batchsize16_datasize64_total_epoch10_totaldata5000,g5_LeNet5_batchsize64_datasize64_total_epoch10_totaldata5000,5.548108039473648
p3_CIFAR10_CNN_batchsize32_datasize224_total_epoch10_totaldata2000,p100_LeNet5_batchsize128_datasize224_total_epoch10_totaldata2000,2.639340642170461
p3_CIFAR10_CNN_batchsize128_datasize256_total_epoch10_totaldata2000,g5_CIFAR10_CNN_batchsize256_datasize256_total_epoch10_totaldata2000,6.987364688868875
p3_CIFAR10_CNN_batchsize256_datasize64_total_epoch10_totaldata5000,p100_MNIST_CNN_batchsize128_datasize64_total_epoch10_totaldata5000,1.2568692398297758
p3_CIFAR10_CNN_batchsize32_datasize256_total_epoch10_totaldata2000,p100_LeNet5_batchsize128_datasize224_total_epoch10_totaldata2000,3.740377578112832
p3_CIFAR10_CNN_batchsize128_datasize128_total_epoch10_totaldata5000,g4dn_MNIST_CNN_batchsize256_datasize64_total_epoch10_totaldata5000,4.19964281126292
p3_CIFAR10_CNN_batchsize64_datasize64_total_epoch10_totaldata5000,g5_ResNetSmall_batchsize128_datasize128_total_epoch10_totaldata5000,2.2538675759901565
p3_CIFAR10_CNN_batchsize256_datasize256_total_epoch10_totaldata2000,p100_MNIST_CNN_batchsize128_datasize224_total_epoch10_totaldata2000,7.4110649983314385
p3_CIFAR10_CNN_batchsize256_datasize32_total_epoch10_totaldata50000,g4dn_MNIST_CNN_batchsize256_datasize32_total_epoch10_totaldata50000,2.407024303729069
p3_CIFAR10_CNN_batchsize128_datasize224_total_epoch10_totaldata2000,p100_CIFAR10_CNN_batchsize64_datasize128_total_epoch10_totaldata5000,4.413869922124493
p3_CIFAR10_CNN_batchsize64_datasize256_total_epoch10_totaldata2000,g4dn_MNIST_CNN_batchsize256_datasize128_total_epoch10_totaldata5000,6.857387909383576
p3_CIFAR10_CNN_batchsize256_datasize128_total_epoch10_totaldata5000,p100_CIFAR10_CNN_batchsize32_datasize256_total_epoch10_totaldata2000,5.4329848434376995
p3_CIFAR10_CNN_batchsize16_datasize224_total_epoch10_totaldata2000,p100_MNIST_CNN_batchsize16_datasize128_total_epoch10_totaldata5000,3.3218383174102115
p3_CIFAR10_CNN_batchsize256_datasize224_total_epoch10_totaldata2000,p100_MNIST_CNN_batchsize64_datasize256_total_epoch10_totaldata2000,7.4439120786027155
p3_CIFAR10_CNN_batchsize64_datasize32_total_epoch10_totaldata50000,p100_CIFAR10_CNN_batchsize16_datasize128_total_epoch10_totaldata5000,5.996892555663179
p3_CIFAR10_CNN_batchsize32_datasize64_total_epoch10_totaldata5000,p100_ResNetSmall_batchsize256_datasize64_total_epoch10_totaldata5000,1.7271479924221658
p3_CIFAR10_CNN_batchsize16_datasize256_total_epoch10_totaldata2000,g5_MNIST_CNN_batchsize128_datasize64_total_epoch10_totaldata5000,3.6381587752949054
p3_CIFAR10_CNN_batchsize16_datasize32_total_epoch10_totaldata50000,g4dn_VGG19_batchsize32_datasize64_total_epoch10_totaldata5000,1.5777587515394915
p3_CIFAR10_CNN_batchsize64_datasize128_total_epoch10_totaldata5000,g5_MNIST_CNN_batchsize256_datasize64_total_epoch10_totaldata5000,3.678734625282008
p3_InceptionV3_batchsize128_datasize256_total_epoch10_totaldata2000,g5_CIFAR10_CNN_batchsize256_datasize256_total_epoch10_totaldata2000,10.339253438844787
p3_InceptionV3_batchsize256_datasize128_total_epoch10_totaldata5000,g5_InceptionResNetV2_batchsize128_datasize128_total_epoch10_totaldata5000,7.499783034613148
p3_InceptionV3_batchsize128_datasize224_total_epoch10_totaldata2000,g5_AlexNet_batchsize16_datasize64_total_epoch10_totaldata5000,6.848184307690475
p3_InceptionV3_batchsize64_datasize224_total_epoch10_totaldata2000,p100_InceptionV3_batchsize256_datasize128_total_epoch10_totaldata5000,8.247844629267721
p3_InceptionV3_batchsize16_datasize128_total_epoch10_totaldata5000,p100_InceptionV3_batchsize16_datasize128_total_epoch10_totaldata5000,3.8034640281633543
p3_InceptionV3_batchsize64_datasize256_total_epoch10_totaldata2000,g5_InceptionV3_batchsize16_datasize224_total_epoch10_totaldata2000,6.643817141547783
p3_InceptionV3_batchsize16_datasize256_total_epoch10_totaldata2000,p100_InceptionV3_batchsize16_datasize224_total_epoch10_totaldata2000,0.8193999994006356
p3_InceptionV3_batchsize32_datasize224_total_epoch10_totaldata2000,g5_InceptionV3_batchsize64_datasize128_total_epoch10_totaldata5000,7.007259830697957
p3_InceptionV3_batchsize16_datasize224_total_epoch10_totaldata2000,p100_ResNet50_batchsize32_datasize224_total_epoch10_totaldata2000,0.8311661579116637
p3_InceptionV3_batchsize128_datasize128_total_epoch10_totaldata5000,g5_InceptionV3_batchsize128_datasize128_total_epoch10_totaldata5000,9.882038002258206
p3_InceptionV3_batchsize256_datasize224_total_epoch10_totaldata2000,g5_InceptionResNetV2_batchsize128_datasize128_total_epoch10_totaldata5000,9.208860998056744
p3_InceptionV3_batchsize32_datasize256_total_epoch10_totaldata2000,p100_InceptionV3_batchsize128_datasize128_total_epoch10_totaldata5000,5.238502105470434
p3_InceptionV3_batchsize32_datasize128_total_epoch10_totaldata5000,p100_ResNet50_batchsize32_datasize224_total_epoch10_totaldata2000,0.7809602849587979
p3_InceptionV3_batchsize64_datasize128_total_epoch10_totaldata5000,g5_InceptionV3_batchsize64_datasize128_total_epoch10_totaldata5000,6.858509117851209
p3_VGG19_batchsize128_datasize256_total_epoch10_totaldata2000,g5_VGG19_batchsize256_datasize224_total_epoch10_totaldata2000,1.585316154687319
p3_VGG19_batchsize16_datasize64_total_epoch10_totaldata5000,g5_VGG19_batchsize32_datasize64_total_epoch10_totaldata5000,5.530895194618074
p3_VGG19_batchsize64_datasize224_total_epoch10_totaldata2000,g5_VGG19_batchsize16_datasize128_total_epoch10_totaldata5000,1.0499639297130243
p3_VGG19_batchsize256_datasize64_total_epoch10_totaldata5000,p100_LeNet5_batchsize256_datasize224_total_epoch10_totaldata2000,4.156457895081248
p3_VGG19_batchsize128_datasize224_total_epoch10_totaldata2000,p100_VGG19_batchsize64_datasize256_total_epoch10_totaldata2000,3.8236757606613807
p3_VGG19_batchsize128_datasize32_total_epoch10_totaldata50000,p100_VGG19_batchsize256_datasize64_total_epoch10_totaldata5000,5.756376526460577
p3_VGG19_batchsize256_datasize32_total_epoch10_totaldata50000,g4dn_VGG19_batchsize64_datasize64_total_epoch10_totaldata5000,4.007001427828613
p3_VGG19_batchsize32_datasize224_total_epoch10_totaldata2000,p100_LeNet5_batchsize16_datasize32_total_epoch10_totaldata50000,0.7351692462387073
p3_VGG19_batchsize16_datasize224_total_epoch10_totaldata2000,g4dn_VGG19_batchsize256_datasize128_total_epoch10_totaldata5000,0.5727582549624791
p3_VGG19_batchsize16_datasize128_total_epoch10_totaldata5000,g5_VGG19_batchsize16_datasize224_total_epoch10_totaldata2000,0.5096521066340624
p3_VGG19_batchsize256_datasize128_total_epoch10_totaldata5000,p100_CIFAR10_CNN_batchsize128_datasize224_total_epoch10_totaldata2000,6.300658496430257
p3_VGG19_batchsize32_datasize32_total_epoch10_totaldata50000,p100_VGG19_batchsize64_datasize224_total_epoch10_totaldata2000,2.9123439853392576
p3_VGG19_batchsize64_datasize128_total_epoch10_totaldata5000,p100_VGG19_batchsize256_datasize64_total_epoch10_totaldata5000,3.6422304096479614
p3_VGG19_batchsize64_datasize32_total_epoch10_totaldata50000,p100_VGG19_batchsize128_datasize256_total_epoch10_totaldata2000,0.6171837778590856
p3_VGG19_batchsize128_datasize128_total_epoch10_totaldata5000,g4dn_VGG19_batchsize64_datasize64_total_epoch10_totaldata5000,6.958956817819697
p3_VGG19_batchsize32_datasize128_total_epoch10_totaldata5000,g4dn_VGG19_batchsize64_datasize64_total_epoch10_totaldata5000,3.851367704137095
p3_VGG19_batchsize16_datasize256_total_epoch10_totaldata2000,p100_CIFAR10_CNN_batchsize32_datasize32_total_epoch10_totaldata50000,0.6639114652760078
p3_VGG19_batchsize16_datasize32_total_epoch10_totaldata50000,p100_VGG19_batchsize64_datasize256_total_epoch10_totaldata2000,1.486672055220074
p3_VGG19_batchsize32_datasize64_total_epoch10_totaldata5000,p100_MNIST_CNN_batchsize64_datasize64_total_epoch10_totaldata5000,2.2163723307457364
p3_VGG19_batchsize32_datasize256_total_epoch10_totaldata2000,g5_VGG19_batchsize16_datasize128_total_epoch10_totaldata5000,2.0538378025604493
p3_VGG19_batchsize64_datasize64_total_epoch10_totaldata5000,p100_LeNet5_batchsize32_datasize224_total_epoch10_totaldata2000,2.638726759885892
p3_VGG19_batchsize64_datasize256_total_epoch10_totaldata2000,p100_VGG19_batchsize64_datasize128_total_epoch10_totaldata5000,2.7943353953256893
p3_VGG19_batchsize128_datasize64_total_epoch10_totaldata5000,g4dn_LeNet5_batchsize256_datasize128_total_epoch10_totaldata5000,2.7348125119163664
p3_ResNet50_batchsize128_datasize256_total_epoch10_totaldata2000,p100_InceptionV3_batchsize256_datasize128_total_epoch10_totaldata5000,7.819935925627591
p3_ResNet50_batchsize16_datasize64_total_epoch10_totaldata5000,g4dn_InceptionResNetV2_batchsize16_datasize128_total_epoch10_totaldata5000,0.8794361666820703
p3_ResNet50_batchsize64_datasize128_total_epoch10_totaldata5000,g5_ResNet50_batchsize256_datasize64_total_epoch10_totaldata5000,3.968858339964315
p3_ResNet50_batchsize128_datasize64_total_epoch10_totaldata5000,p100_MNIST_CNN_batchsize64_datasize64_total_epoch10_totaldata5000,2.9562521733337643
p3_ResNet50_batchsize16_datasize224_total_epoch10_totaldata2000,p100_ResNet50_batchsize32_datasize64_total_epoch10_totaldata5000,4.084298026276905
p3_ResNet50_batchsize32_datasize32_total_epoch10_totaldata50000,g4dn_AlexNet_batchsize32_datasize32_total_epoch10_totaldata50000,1.6437866067871227
p3_ResNet50_batchsize128_datasize32_total_epoch10_totaldata50000,g5_InceptionResNetV2_batchsize128_datasize224_total_epoch10_totaldata2000,1.0257223703466112
p3_ResNet50_batchsize64_datasize64_total_epoch10_totaldata5000,g5_LeNet5_batchsize256_datasize128_total_epoch10_totaldata5000,6.140344845908787
p3_ResNet50_batchsize256_datasize128_total_epoch10_totaldata5000,g5_ResNet50_batchsize256_datasize64_total_epoch10_totaldata5000,7.173091942898513
p3_ResNet50_batchsize64_datasize224_total_epoch10_totaldata2000,p100_InceptionV3_batchsize128_datasize128_total_epoch10_totaldata5000,5.401162548745399
p3_ResNet50_batchsize64_datasize32_total_epoch10_totaldata50000,p100_ResNet50_batchsize64_datasize32_total_epoch10_totaldata50000,7.223970395598391
p3_ResNet50_batchsize128_datasize128_total_epoch10_totaldata5000,p100_ResNet50_batchsize64_datasize64_total_epoch10_totaldata5000,5.287197008649594
p3_ResNet50_batchsize256_datasize32_total_epoch10_totaldata50000,p100_ResNet50_batchsize64_datasize224_total_epoch10_totaldata2000,0.7488640592910566
p3_ResNet50_batchsize32_datasize128_total_epoch10_totaldata5000,g5_ResNet50_batchsize32_datasize128_total_epoch10_totaldata5000,5.219394544727772
p3_ResNet50_batchsize16_datasize32_total_epoch10_totaldata50000,p100_ResNet50_batchsize16_datasize32_total_epoch10_totaldata50000,8.328571917285991
p3_ResNet50_batchsize256_datasize64_total_epoch10_totaldata5000,g5_ResNetSmall_batchsize128_datasize224_total_epoch10_totaldata2000,2.352144773441045
p3_ResNet50_batchsize16_datasize256_total_epoch10_totaldata2000,g4dn_AlexNet_batchsize16_datasize32_total_epoch10_totaldata50000,0.8284013147744216
p3_ResNet50_batchsize16_datasize128_total_epoch10_totaldata5000,p100_ResNet50_batchsize64_datasize224_total_epoch10_totaldata2000,0.8443120434027569
p3_ResNet50_batchsize128_datasize224_total_epoch10_totaldata2000,p100_InceptionV3_batchsize256_datasize128_total_epoch10_totaldata5000,10.180045462838343
p3_ResNet50_batchsize64_datasize256_total_epoch10_totaldata2000,p100_ResNet50_batchsize32_datasize64_total_epoch10_totaldata5000,4.170488240882252
p3_ResNet50_batchsize32_datasize224_total_epoch10_totaldata2000,g5_InceptionV3_batchsize16_datasize224_total_epoch10_totaldata2000,5.335569588027648
p3_ResNet50_batchsize32_datasize64_total_epoch10_totaldata5000,g5_ResNet50_batchsize64_datasize128_total_epoch10_totaldata5000,4.014810206380272
p3_ResNet50_batchsize32_datasize256_total_epoch10_totaldata2000,g5_ResNet50_batchsize32_datasize128_total_epoch10_totaldata5000,4.2186870910059
p3_InceptionResNetV2_batchsize64_datasize256_total_epoch10_totaldata2000,p100_InceptionResNetV2_batchsize64_datasize128_total_epoch10_totaldata5000,6.21775529474217
p3_InceptionResNetV2_batchsize128_datasize128_total_epoch10_totaldata5000,p100_InceptionV3_batchsize32_datasize224_total_epoch10_totaldata2000,5.154973272978771
p3_InceptionResNetV2_batchsize64_datasize128_total_epoch10_totaldata5000,p100_InceptionResNetV2_batchsize128_datasize224_total_epoch10_totaldata2000,4.761846621047872
p3_InceptionResNetV2_batchsize64_datasize224_total_epoch10_totaldata2000,p100_InceptionV3_batchsize128_datasize256_total_epoch10_totaldata2000,5.727546567037624
p3_InceptionResNetV2_batchsize16_datasize256_total_epoch10_totaldata2000,p100_InceptionResNetV2_batchsize32_datasize224_total_epoch10_totaldata2000,2.772703592127294
p3_InceptionResNetV2_batchsize16_datasize224_total_epoch10_totaldata2000,p100_ResNet50_batchsize64_datasize128_total_epoch10_totaldata5000,3.032150006056715
p3_InceptionResNetV2_batchsize16_datasize128_total_epoch10_totaldata5000,p100_InceptionResNetV2_batchsize16_datasize128_total_epoch10_totaldata5000,0.8759383058358975
p3_InceptionResNetV2_batchsize256_datasize128_total_epoch10_totaldata5000,g5_InceptionResNetV2_batchsize32_datasize128_total_epoch10_totaldata5000,5.391182899916444
p3_InceptionResNetV2_batchsize32_datasize128_total_epoch10_totaldata5000,p100_InceptionResNetV2_batchsize32_datasize128_total_epoch10_totaldata5000,0.5812873405328648
p3_InceptionResNetV2_batchsize32_datasize256_total_epoch10_totaldata2000,p100_InceptionResNetV2_batchsize128_datasize128_total_epoch10_totaldata5000,3.231472181918233
p3_InceptionResNetV2_batchsize32_datasize224_total_epoch10_totaldata2000,g5_LeNet5_batchsize256_datasize64_total_epoch10_totaldata5000,7.580040739085388
p3_InceptionResNetV2_batchsize128_datasize224_total_epoch10_totaldata2000,p100_InceptionV3_batchsize256_datasize224_total_epoch10_totaldata2000,4.826720860390921
p3_LeNet5_batchsize256_datasize64_total_epoch10_totaldata5000,g5_LeNet5_batchsize128_datasize64_total_epoch10_totaldata5000,1.3166853031829824
p3_LeNet5_batchsize128_datasize224_total_epoch10_totaldata2000,g5_LeNet5_batchsize128_datasize224_total_epoch10_totaldata2000,1.6337138887596745
p3_LeNet5_batchsize32_datasize128_total_epoch10_totaldata5000,p100_CIFAR10_CNN_batchsize64_datasize64_total_epoch10_totaldata5000,2.149305778287204
p3_LeNet5_batchsize64_datasize224_total_epoch10_totaldata2000,g5_LeNet5_batchsize128_datasize128_total_epoch10_totaldata5000,1.4193192381369677
p3_LeNet5_batchsize256_datasize32_total_epoch10_totaldata50000,g5_ResNetSmall_batchsize128_datasize128_total_epoch10_totaldata5000,1.7616584217071138
p3_LeNet5_batchsize128_datasize64_total_epoch10_totaldata5000,g5_ResNetSmall_batchsize256_datasize64_total_epoch10_totaldata5000,1.1372359308934348
p3_LeNet5_batchsize32_datasize32_total_epoch10_totaldata50000,g5_LeNet5_batchsize256_datasize32_total_epoch10_totaldata50000,3.2395685830424465
p3_LeNet5_batchsize16_datasize256_total_epoch10_totaldata2000,g5_CIFAR10_CNN_batchsize64_datasize64_total_epoch10_totaldata5000,1.53160771874793
p3_LeNet5_batchsize16_datasize32_total_epoch10_totaldata50000,g5_LeNet5_batchsize256_datasize32_total_epoch10_totaldata50000,12.419333770181966
p3_LeNet5_batchsize64_datasize64_total_epoch10_totaldata5000,g5_ResNetSmall_batchsize256_datasize64_total_epoch10_totaldata5000,1.4595053500239077
p3_LeNet5_batchsize32_datasize64_total_epoch10_totaldata5000,g4dn_LeNet5_batchsize256_datasize64_total_epoch10_totaldata5000,1.7282894645162077
p3_LeNet5_batchsize64_datasize32_total_epoch10_totaldata50000,g5_MNIST_CNN_batchsize64_datasize32_total_epoch10_totaldata50000,1.7590724996965081
p3_LeNet5_batchsize128_datasize256_total_epoch10_totaldata2000,p100_LeNet5_batchsize256_datasize128_total_epoch10_totaldata5000,1.9821441326168017
p3_LeNet5_batchsize256_datasize128_total_epoch10_totaldata5000,g5_MNIST_CNN_batchsize128_datasize64_total_epoch10_totaldata5000,1.9138687760807576
p3_LeNet5_batchsize32_datasize256_total_epoch10_totaldata2000,g5_CIFAR10_CNN_batchsize128_datasize64_total_epoch10_totaldata5000,1.8377767129127005
