,Similar_metric,DTW
p100_ResNetSmall_batchsize64_datasize32_total_epoch10_totaldata50000,p3_VGG19_batchsize128_datasize32_total_epoch10_totaldata50000,8.024350341057485
p100_ResNetSmall_batchsize256_datasize64_total_epoch10_totaldata5000,p3_ResNetSmall_batchsize256_datasize64_total_epoch10_totaldata5000,0.7107875786629665
p100_ResNetSmall_batchsize256_datasize32_total_epoch10_totaldata50000,p3_LeNet5_batchsize32_datasize128_total_epoch10_totaldata5000,3.1770313368295677
p100_ResNetSmall_batchsize64_datasize64_total_epoch10_totaldata5000,p3_CIFAR10_CNN_batchsize64_datasize64_total_epoch10_totaldata5000,1.4539825928887935
p100_ResNetSmall_batchsize32_datasize64_total_epoch10_totaldata5000,g4dn_LeNet5_batchsize32_datasize128_total_epoch10_totaldata5000,3.935580628594498
p100_ResNetSmall_batchsize32_datasize32_total_epoch10_totaldata50000,p3_VGG19_batchsize32_datasize32_total_epoch10_totaldata50000,15.84029866326864
p100_ResNetSmall_batchsize256_datasize128_total_epoch10_totaldata5000,g5_ResNetSmall_batchsize256_datasize224_total_epoch10_totaldata2000,3.037678564475619
p100_ResNetSmall_batchsize64_datasize256_total_epoch10_totaldata2000,p3_LeNet5_batchsize64_datasize224_total_epoch10_totaldata2000,3.9455459336845684
p100_ResNetSmall_batchsize128_datasize256_total_epoch10_totaldata2000,p3_MNIST_CNN_batchsize128_datasize256_total_epoch10_totaldata2000,6.4711867878416625
p100_ResNetSmall_batchsize128_datasize128_total_epoch10_totaldata5000,g5_ResNetSmall_batchsize256_datasize32_total_epoch10_totaldata50000,2.2298076804606017
p100_ResNetSmall_batchsize32_datasize128_total_epoch10_totaldata5000,g5_ResNetSmall_batchsize128_datasize32_total_epoch10_totaldata50000,1.7889223389647684
p100_ResNetSmall_batchsize16_datasize64_total_epoch10_totaldata5000,g5_MNIST_CNN_batchsize32_datasize64_total_epoch10_totaldata5000,2.367527922138277
p100_ResNetSmall_batchsize16_datasize32_total_epoch10_totaldata50000,p3_ResNetSmall_batchsize16_datasize32_total_epoch10_totaldata50000,0.5282945451723176
p100_ResNetSmall_batchsize256_datasize256_total_epoch10_totaldata2000,g5_LeNet5_batchsize64_datasize256_total_epoch10_totaldata2000,7.258044812937424
p100_ResNetSmall_batchsize256_datasize224_total_epoch10_totaldata2000,p3_ResNetSmall_batchsize64_datasize256_total_epoch10_totaldata2000,3.2932334550676523
p100_ResNetSmall_batchsize128_datasize64_total_epoch10_totaldata5000,g5_ResNetSmall_batchsize64_datasize224_total_epoch10_totaldata2000,1.1579074448717888
p100_ResNetSmall_batchsize16_datasize224_total_epoch10_totaldata2000,g5_CIFAR10_CNN_batchsize16_datasize224_total_epoch10_totaldata2000,2.4693653470930563
p100_ResNetSmall_batchsize32_datasize256_total_epoch10_totaldata2000,p3_ResNetSmall_batchsize256_datasize256_total_epoch10_totaldata2000,2.4279625029480973
p100_ResNetSmall_batchsize128_datasize32_total_epoch10_totaldata50000,g4dn_MNIST_CNN_batchsize64_datasize64_total_epoch10_totaldata5000,3.6433235975563454
p3_MNIST_CNN_batchsize32_datasize224_total_epoch10_totaldata2000,g4dn_LeNet5_batchsize256_datasize128_total_epoch10_totaldata5000,1.93601055721025
p3_MNIST_CNN_batchsize16_datasize224_total_epoch10_totaldata2000,p100_LeNet5_batchsize16_datasize128_total_epoch10_totaldata5000,2.9878531914053426
p3_MNIST_CNN_batchsize64_datasize128_total_epoch10_totaldata5000,p100_ResNetSmall_batchsize256_datasize64_total_epoch10_totaldata5000,1.2316738621903676
p3_MNIST_CNN_batchsize256_datasize128_total_epoch10_totaldata5000,p100_ResNetSmall_batchsize256_datasize64_total_epoch10_totaldata5000,1.1476320937421227
p3_MNIST_CNN_batchsize32_datasize64_total_epoch10_totaldata5000,p100_MNIST_CNN_batchsize256_datasize64_total_epoch10_totaldata5000,0.8210072767624518
p3_MNIST_CNN_batchsize16_datasize64_total_epoch10_totaldata5000,g5_ResNetSmall_batchsize16_datasize256_total_epoch10_totaldata2000,3.079444184816026
p3_MNIST_CNN_batchsize128_datasize224_total_epoch10_totaldata2000,g5_MNIST_CNN_batchsize16_datasize224_total_epoch10_totaldata2000,3.2228216008225457
p3_MNIST_CNN_batchsize64_datasize224_total_epoch10_totaldata2000,g4dn_LeNet5_batchsize256_datasize128_total_epoch10_totaldata5000,2.552774693868332
p3_MNIST_CNN_batchsize32_datasize128_total_epoch10_totaldata5000,g5_MNIST_CNN_batchsize64_datasize224_total_epoch10_totaldata2000,1.8252525741513983
p3_MNIST_CNN_batchsize16_datasize128_total_epoch10_totaldata5000,g5_MNIST_CNN_batchsize256_datasize128_total_epoch10_totaldata5000,3.4131579713181024
p3_MNIST_CNN_batchsize256_datasize224_total_epoch10_totaldata2000,g5_LeNet5_batchsize64_datasize224_total_epoch10_totaldata2000,2.095200605713692
p3_MNIST_CNN_batchsize16_datasize32_total_epoch10_totaldata50000,g5_ResNetSmall_batchsize16_datasize32_total_epoch10_totaldata50000,0.7059983208079269
p3_MNIST_CNN_batchsize256_datasize256_total_epoch10_totaldata2000,g5_LeNet5_batchsize64_datasize224_total_epoch10_totaldata2000,3.8570775001700564
p3_MNIST_CNN_batchsize64_datasize32_total_epoch10_totaldata50000,g5_LeNet5_batchsize16_datasize128_total_epoch10_totaldata5000,3.6088203814648274
p3_MNIST_CNN_batchsize128_datasize64_total_epoch10_totaldata5000,g5_MNIST_CNN_batchsize32_datasize64_total_epoch10_totaldata5000,1.5994560981853052
p3_MNIST_CNN_batchsize256_datasize64_total_epoch10_totaldata5000,p100_LeNet5_batchsize128_datasize64_total_epoch10_totaldata5000,0.8640572202446921
p3_MNIST_CNN_batchsize256_datasize32_total_epoch10_totaldata50000,g5_LeNet5_batchsize256_datasize256_total_epoch10_totaldata2000,2.4142924913771693
p3_MNIST_CNN_batchsize64_datasize256_total_epoch10_totaldata2000,g5_LeNet5_batchsize64_datasize224_total_epoch10_totaldata2000,3.168733903202404
p3_MNIST_CNN_batchsize128_datasize128_total_epoch10_totaldata5000,p100_LeNet5_batchsize32_datasize64_total_epoch10_totaldata5000,1.2473636016133651
p3_MNIST_CNN_batchsize32_datasize256_total_epoch10_totaldata2000,g5_ResNetSmall_batchsize128_datasize256_total_epoch10_totaldata2000,3.8117906221564786
p3_MNIST_CNN_batchsize16_datasize256_total_epoch10_totaldata2000,p100_MNIST_CNN_batchsize16_datasize128_total_epoch10_totaldata5000,2.093664461085953
p3_MNIST_CNN_batchsize64_datasize64_total_epoch10_totaldata5000,g5_MNIST_CNN_batchsize128_datasize64_total_epoch10_totaldata5000,0.9475990977747832
p3_MNIST_CNN_batchsize128_datasize256_total_epoch10_totaldata2000,g5_LeNet5_batchsize64_datasize224_total_epoch10_totaldata2000,5.094730405195727
p3_MNIST_CNN_batchsize128_datasize32_total_epoch10_totaldata50000,g5_LeNet5_batchsize64_datasize224_total_epoch10_totaldata2000,2.644698131631416
p3_MNIST_CNN_batchsize32_datasize32_total_epoch10_totaldata50000,p100_MNIST_CNN_batchsize64_datasize256_total_epoch10_totaldata2000,2.79618097827983
p3_AlexNet_batchsize32_datasize256_total_epoch10_totaldata2000,g5_AlexNet_batchsize64_datasize224_total_epoch10_totaldata2000,9.770768218914046
p3_AlexNet_batchsize128_datasize128_total_epoch10_totaldata5000,g5_InceptionV3_batchsize16_datasize128_total_epoch10_totaldata5000,8.335117609345085
p3_AlexNet_batchsize16_datasize256_total_epoch10_totaldata2000,g5_AlexNet_batchsize64_datasize32_total_epoch10_totaldata50000,1.8629198832001064
p3_AlexNet_batchsize64_datasize32_total_epoch10_totaldata50000,g4dn_AlexNet_batchsize16_datasize64_total_epoch10_totaldata5000,3.381123704604688
p3_AlexNet_batchsize32_datasize64_total_epoch10_totaldata5000,g5_InceptionV3_batchsize32_datasize224_total_epoch10_totaldata2000,3.138657313718884
p3_AlexNet_batchsize16_datasize128_total_epoch10_totaldata5000,g5_VGG19_batchsize64_datasize256_total_epoch10_totaldata2000,8.288745555260265
p3_AlexNet_batchsize256_datasize32_total_epoch10_totaldata50000,g5_AlexNet_batchsize128_datasize128_total_epoch10_totaldata5000,0.8753231565956455
p3_AlexNet_batchsize128_datasize32_total_epoch10_totaldata50000,g4dn_AlexNet_batchsize64_datasize64_total_epoch10_totaldata5000,2.5438909785906447
p3_AlexNet_batchsize64_datasize128_total_epoch10_totaldata5000,g4dn_VGG19_batchsize16_datasize64_total_epoch10_totaldata5000,2.315962015072165
p3_AlexNet_batchsize256_datasize128_total_epoch10_totaldata5000,p100_VGG19_batchsize64_datasize256_total_epoch10_totaldata2000,1.2338826437438264
p3_AlexNet_batchsize16_datasize32_total_epoch10_totaldata50000,p100_AlexNet_batchsize64_datasize32_total_epoch10_totaldata50000,0.8186083356453907
p3_AlexNet_batchsize256_datasize64_total_epoch10_totaldata5000,g4dn_MNIST_CNN_batchsize16_datasize64_total_epoch10_totaldata5000,4.425025063301375
p3_AlexNet_batchsize32_datasize32_total_epoch10_totaldata50000,g5_VGG19_batchsize16_datasize32_total_epoch10_totaldata50000,0.9475203898654416
p3_AlexNet_batchsize16_datasize224_total_epoch10_totaldata2000,g5_VGG19_batchsize16_datasize256_total_epoch10_totaldata2000,2.8656057092819247
p3_AlexNet_batchsize128_datasize64_total_epoch10_totaldata5000,g5_AlexNet_batchsize128_datasize64_total_epoch10_totaldata5000,4.709570576120067
p3_AlexNet_batchsize16_datasize64_total_epoch10_totaldata5000,g5_InceptionV3_batchsize16_datasize256_total_epoch10_totaldata2000,5.761688762568282
p3_AlexNet_batchsize64_datasize64_total_epoch10_totaldata5000,p100_VGG19_batchsize256_datasize64_total_epoch10_totaldata5000,5.236068793320164
p3_AlexNet_batchsize32_datasize224_total_epoch10_totaldata2000,p100_CIFAR10_CNN_batchsize16_datasize32_total_epoch10_totaldata50000,11.319416930642571
p3_AlexNet_batchsize32_datasize128_total_epoch10_totaldata5000,g5_VGG19_batchsize64_datasize224_total_epoch10_totaldata2000,2.274772406681624
p3_CIFAR10_CNN_batchsize32_datasize128_total_epoch10_totaldata5000,p100_ResNetSmall_batchsize16_datasize256_total_epoch10_totaldata2000,2.3228362942070224
p3_CIFAR10_CNN_batchsize32_datasize32_total_epoch10_totaldata50000,g5_InceptionV3_batchsize256_datasize256_total_epoch10_totaldata2000,11.688709702620256
p3_CIFAR10_CNN_batchsize128_datasize32_total_epoch10_totaldata50000,p100_MNIST_CNN_batchsize256_datasize224_total_epoch10_totaldata2000,3.1333836344829886
p3_CIFAR10_CNN_batchsize16_datasize128_total_epoch10_totaldata5000,g5_ResNet50_batchsize16_datasize128_total_epoch10_totaldata5000,1.7080731866495062
p3_CIFAR10_CNN_batchsize128_datasize64_total_epoch10_totaldata5000,g5_LeNet5_batchsize128_datasize224_total_epoch10_totaldata2000,0.7755024728406756
p3_CIFAR10_CNN_batchsize64_datasize224_total_epoch10_totaldata2000,p100_MNIST_CNN_batchsize256_datasize256_total_epoch10_totaldata2000,3.7934111188958455
p3_CIFAR10_CNN_batchsize16_datasize64_total_epoch10_totaldata5000,g5_MNIST_CNN_batchsize32_datasize128_total_epoch10_totaldata5000,2.5191101558455613
p3_CIFAR10_CNN_batchsize32_datasize224_total_epoch10_totaldata2000,g5_LeNet5_batchsize16_datasize128_total_epoch10_totaldata5000,2.7275377150368803
p3_CIFAR10_CNN_batchsize128_datasize256_total_epoch10_totaldata2000,p100_ResNetSmall_batchsize16_datasize64_total_epoch10_totaldata5000,4.886414440467809
p3_CIFAR10_CNN_batchsize256_datasize64_total_epoch10_totaldata5000,p100_LeNet5_batchsize64_datasize64_total_epoch10_totaldata5000,1.0381606136285884
p3_CIFAR10_CNN_batchsize32_datasize256_total_epoch10_totaldata2000,g5_CIFAR10_CNN_batchsize64_datasize256_total_epoch10_totaldata2000,4.0078893510175595
p3_CIFAR10_CNN_batchsize128_datasize128_total_epoch10_totaldata5000,p100_MNIST_CNN_batchsize256_datasize32_total_epoch10_totaldata50000,3.2023660864713794
p3_CIFAR10_CNN_batchsize64_datasize64_total_epoch10_totaldata5000,p100_ResNetSmall_batchsize64_datasize64_total_epoch10_totaldata5000,1.4539825928887935
p3_CIFAR10_CNN_batchsize256_datasize256_total_epoch10_totaldata2000,p100_MNIST_CNN_batchsize128_datasize256_total_epoch10_totaldata2000,4.990623856795283
p3_CIFAR10_CNN_batchsize256_datasize32_total_epoch10_totaldata50000,g5_MNIST_CNN_batchsize64_datasize224_total_epoch10_totaldata2000,1.5858356165594345
p3_CIFAR10_CNN_batchsize128_datasize224_total_epoch10_totaldata2000,g5_MNIST_CNN_batchsize16_datasize256_total_epoch10_totaldata2000,2.9620855734931832
p3_CIFAR10_CNN_batchsize64_datasize256_total_epoch10_totaldata2000,g4dn_CIFAR10_CNN_batchsize128_datasize32_total_epoch10_totaldata50000,4.979312278275866
p3_CIFAR10_CNN_batchsize256_datasize128_total_epoch10_totaldata5000,g5_MNIST_CNN_batchsize16_datasize128_total_epoch10_totaldata5000,7.22989540085261
p3_CIFAR10_CNN_batchsize16_datasize224_total_epoch10_totaldata2000,p100_LeNet5_batchsize32_datasize224_total_epoch10_totaldata2000,2.4279434525402737
p3_CIFAR10_CNN_batchsize256_datasize224_total_epoch10_totaldata2000,p100_MNIST_CNN_batchsize128_datasize224_total_epoch10_totaldata2000,4.7450767186453895
p3_CIFAR10_CNN_batchsize64_datasize32_total_epoch10_totaldata50000,g5_ResNetSmall_batchsize256_datasize224_total_epoch10_totaldata2000,6.594561932496389
p3_CIFAR10_CNN_batchsize32_datasize64_total_epoch10_totaldata5000,p100_ResNetSmall_batchsize128_datasize64_total_epoch10_totaldata5000,1.3917185339555895
p3_CIFAR10_CNN_batchsize16_datasize256_total_epoch10_totaldata2000,g5_CIFAR10_CNN_batchsize32_datasize256_total_epoch10_totaldata2000,3.543135133516245
p3_CIFAR10_CNN_batchsize16_datasize32_total_epoch10_totaldata50000,g4dn_VGG19_batchsize64_datasize32_total_epoch10_totaldata50000,2.0054739551818166
p3_CIFAR10_CNN_batchsize64_datasize128_total_epoch10_totaldata5000,g5_ResNetSmall_batchsize16_datasize224_total_epoch10_totaldata2000,4.795504719410974
p3_InceptionV3_batchsize128_datasize256_total_epoch10_totaldata2000,p100_CIFAR10_CNN_batchsize64_datasize256_total_epoch10_totaldata2000,7.281203852819794
p3_InceptionV3_batchsize256_datasize128_total_epoch10_totaldata5000,g5_InceptionV3_batchsize256_datasize224_total_epoch10_totaldata2000,5.338342450249712
p3_InceptionV3_batchsize128_datasize224_total_epoch10_totaldata2000,p100_CIFAR10_CNN_batchsize128_datasize256_total_epoch10_totaldata2000,4.927082254074071
p3_InceptionV3_batchsize64_datasize224_total_epoch10_totaldata2000,g5_InceptionV3_batchsize256_datasize224_total_epoch10_totaldata2000,3.3108718726143254
p3_InceptionV3_batchsize16_datasize128_total_epoch10_totaldata5000,p100_ResNet50_batchsize256_datasize32_total_epoch10_totaldata50000,4.853436738804696
p3_InceptionV3_batchsize64_datasize256_total_epoch10_totaldata2000,g4dn_CIFAR10_CNN_batchsize256_datasize128_total_epoch10_totaldata5000,2.8021482057791256
p3_InceptionV3_batchsize16_datasize256_total_epoch10_totaldata2000,p100_InceptionV3_batchsize64_datasize128_total_epoch10_totaldata5000,0.7920373850742862
p3_InceptionV3_batchsize32_datasize224_total_epoch10_totaldata2000,g5_VGG19_batchsize32_datasize128_total_epoch10_totaldata5000,7.098638816515384
p3_InceptionV3_batchsize16_datasize224_total_epoch10_totaldata2000,p100_InceptionV3_batchsize64_datasize128_total_epoch10_totaldata5000,0.8242979728283704
p3_InceptionV3_batchsize128_datasize128_total_epoch10_totaldata5000,g5_InceptionV3_batchsize128_datasize128_total_epoch10_totaldata5000,5.366155579452057
p3_InceptionV3_batchsize256_datasize224_total_epoch10_totaldata2000,p100_InceptionV3_batchsize32_datasize128_total_epoch10_totaldata5000,6.657791539883244
p3_InceptionV3_batchsize32_datasize256_total_epoch10_totaldata2000,g5_InceptionV3_batchsize256_datasize128_total_epoch10_totaldata5000,4.006801285562142
p3_InceptionV3_batchsize32_datasize128_total_epoch10_totaldata5000,p100_ResNet50_batchsize128_datasize128_total_epoch10_totaldata5000,0.7033773578798711
p3_InceptionV3_batchsize64_datasize128_total_epoch10_totaldata5000,g5_ResNet50_batchsize32_datasize224_total_epoch10_totaldata2000,2.1390384450021216
p3_VGG19_batchsize128_datasize256_total_epoch10_totaldata2000,p100_ResNet50_batchsize128_datasize224_total_epoch10_totaldata2000,0.6584894978720616
p3_VGG19_batchsize16_datasize64_total_epoch10_totaldata5000,p100_CIFAR10_CNN_batchsize256_datasize224_total_epoch10_totaldata2000,6.4117877956621205
p3_VGG19_batchsize64_datasize224_total_epoch10_totaldata2000,p100_CIFAR10_CNN_batchsize16_datasize32_total_epoch10_totaldata50000,5.062490420275452
p3_VGG19_batchsize256_datasize64_total_epoch10_totaldata5000,g4dn_MNIST_CNN_batchsize32_datasize128_total_epoch10_totaldata5000,2.702928264493935
p3_VGG19_batchsize128_datasize224_total_epoch10_totaldata2000,p100_InceptionV3_batchsize32_datasize256_total_epoch10_totaldata2000,1.9406203081740472
p3_VGG19_batchsize128_datasize32_total_epoch10_totaldata50000,g5_InceptionV3_batchsize16_datasize256_total_epoch10_totaldata2000,5.509396368544141
p3_VGG19_batchsize256_datasize32_total_epoch10_totaldata50000,g5_VGG19_batchsize64_datasize128_total_epoch10_totaldata5000,3.7976662273877206
p3_VGG19_batchsize32_datasize224_total_epoch10_totaldata2000,g5_InceptionV3_batchsize16_datasize128_total_epoch10_totaldata5000,6.072188450456194
p3_VGG19_batchsize16_datasize224_total_epoch10_totaldata2000,p100_AlexNet_batchsize32_datasize64_total_epoch10_totaldata5000,2.1534466682370303
p3_VGG19_batchsize16_datasize128_total_epoch10_totaldata5000,g4dn_ResNetSmall_batchsize32_datasize32_total_epoch10_totaldata50000,1.3649294161612728
p3_VGG19_batchsize256_datasize128_total_epoch10_totaldata5000,p100_LeNet5_batchsize64_datasize224_total_epoch10_totaldata2000,5.778325659769656
p3_VGG19_batchsize32_datasize32_total_epoch10_totaldata50000,g4dn_AlexNet_batchsize16_datasize64_total_epoch10_totaldata5000,3.957017133554201
p3_VGG19_batchsize64_datasize128_total_epoch10_totaldata5000,g5_VGG19_batchsize64_datasize128_total_epoch10_totaldata5000,4.148933100987275
p3_VGG19_batchsize64_datasize32_total_epoch10_totaldata50000,g5_VGG19_batchsize16_datasize256_total_epoch10_totaldata2000,5.347866723884424
p3_VGG19_batchsize128_datasize128_total_epoch10_totaldata5000,g5_ResNet50_batchsize16_datasize224_total_epoch10_totaldata2000,4.674838450235819
p3_VGG19_batchsize32_datasize128_total_epoch10_totaldata5000,g5_VGG19_batchsize64_datasize128_total_epoch10_totaldata5000,3.4249361940593195
p3_VGG19_batchsize16_datasize256_total_epoch10_totaldata2000,p100_AlexNet_batchsize32_datasize64_total_epoch10_totaldata5000,7.803030709165581
p3_VGG19_batchsize16_datasize32_total_epoch10_totaldata50000,p100_AlexNet_batchsize16_datasize128_total_epoch10_totaldata5000,3.824510711101436
p3_VGG19_batchsize32_datasize64_total_epoch10_totaldata5000,g4dn_MNIST_CNN_batchsize256_datasize128_total_epoch10_totaldata5000,3.0512920728992654
p3_VGG19_batchsize32_datasize256_total_epoch10_totaldata2000,p100_VGG19_batchsize256_datasize32_total_epoch10_totaldata50000,6.038980443386188
p3_VGG19_batchsize64_datasize64_total_epoch10_totaldata5000,g5_MNIST_CNN_batchsize64_datasize224_total_epoch10_totaldata2000,3.0769295322138093
p3_VGG19_batchsize64_datasize256_total_epoch10_totaldata2000,g4dn_ResNet50_batchsize16_datasize64_total_epoch10_totaldata5000,2.2003963978897407
p3_VGG19_batchsize128_datasize64_total_epoch10_totaldata5000,g4dn_MNIST_CNN_batchsize32_datasize128_total_epoch10_totaldata5000,1.3517254599056858
p3_ResNet50_batchsize128_datasize256_total_epoch10_totaldata2000,g5_InceptionResNetV2_batchsize128_datasize128_total_epoch10_totaldata5000,9.030443552972892
p3_ResNet50_batchsize16_datasize64_total_epoch10_totaldata5000,g4dn_ResNet50_batchsize16_datasize64_total_epoch10_totaldata5000,1.1376928212779935
p3_ResNet50_batchsize64_datasize128_total_epoch10_totaldata5000,g5_ResNet50_batchsize128_datasize128_total_epoch10_totaldata5000,3.0820664656043983
p3_ResNet50_batchsize128_datasize64_total_epoch10_totaldata5000,g5_ResNetSmall_batchsize64_datasize256_total_epoch10_totaldata2000,1.658444696653206
p3_ResNet50_batchsize16_datasize224_total_epoch10_totaldata2000,g5_ResNet50_batchsize16_datasize256_total_epoch10_totaldata2000,3.25772912252536
p3_ResNet50_batchsize32_datasize32_total_epoch10_totaldata50000,g4dn_ResNetSmall_batchsize256_datasize64_total_epoch10_totaldata5000,6.222196788849809
p3_ResNet50_batchsize128_datasize32_total_epoch10_totaldata50000,p100_ResNet50_batchsize16_datasize128_total_epoch10_totaldata5000,0.7644847869096395
p3_ResNet50_batchsize64_datasize64_total_epoch10_totaldata5000,g5_CIFAR10_CNN_batchsize128_datasize64_total_epoch10_totaldata5000,3.174572647037837
p3_ResNet50_batchsize256_datasize128_total_epoch10_totaldata5000,g5_InceptionV3_batchsize64_datasize128_total_epoch10_totaldata5000,4.169693344105468
p3_ResNet50_batchsize64_datasize224_total_epoch10_totaldata2000,g5_ResNet50_batchsize16_datasize224_total_epoch10_totaldata2000,4.514476774852679
p3_ResNet50_batchsize64_datasize32_total_epoch10_totaldata50000,g4dn_VGG19_batchsize16_datasize224_total_epoch10_totaldata2000,8.248027068025014
p3_ResNet50_batchsize128_datasize128_total_epoch10_totaldata5000,g5_InceptionV3_batchsize256_datasize128_total_epoch10_totaldata5000,4.122559322921943
p3_ResNet50_batchsize256_datasize32_total_epoch10_totaldata50000,p100_InceptionV3_batchsize32_datasize128_total_epoch10_totaldata5000,0.8221575555824424
p3_ResNet50_batchsize32_datasize128_total_epoch10_totaldata5000,g5_ResNet50_batchsize128_datasize256_total_epoch10_totaldata2000,3.8303724753489536
p3_ResNet50_batchsize16_datasize32_total_epoch10_totaldata50000,g4dn_InceptionResNetV2_batchsize16_datasize128_total_epoch10_totaldata5000,0.7765794794112759
p3_ResNet50_batchsize256_datasize64_total_epoch10_totaldata5000,g5_ResNetSmall_batchsize32_datasize256_total_epoch10_totaldata2000,2.2717552541934247
p3_ResNet50_batchsize16_datasize256_total_epoch10_totaldata2000,g5_ResNet50_batchsize16_datasize128_total_epoch10_totaldata5000,0.5788537892727834
p3_ResNet50_batchsize16_datasize128_total_epoch10_totaldata5000,p100_ResNet50_batchsize32_datasize224_total_epoch10_totaldata2000,0.7233775071733529
p3_ResNet50_batchsize128_datasize224_total_epoch10_totaldata2000,g5_InceptionV3_batchsize256_datasize224_total_epoch10_totaldata2000,6.500649235798898
p3_ResNet50_batchsize64_datasize256_total_epoch10_totaldata2000,g4dn_VGG19_batchsize64_datasize64_total_epoch10_totaldata5000,5.184245420430469
p3_ResNet50_batchsize32_datasize224_total_epoch10_totaldata2000,p100_AlexNet_batchsize64_datasize64_total_epoch10_totaldata5000,4.000527310605998
p3_ResNet50_batchsize32_datasize64_total_epoch10_totaldata5000,g4dn_ResNet50_batchsize64_datasize64_total_epoch10_totaldata5000,3.8745194385186537
p3_ResNet50_batchsize32_datasize256_total_epoch10_totaldata2000,p100_AlexNet_batchsize128_datasize64_total_epoch10_totaldata5000,3.5566109669256023
p3_InceptionResNetV2_batchsize64_datasize256_total_epoch10_totaldata2000,p100_InceptionV3_batchsize128_datasize256_total_epoch10_totaldata2000,1.0252099462932234
p3_InceptionResNetV2_batchsize128_datasize128_total_epoch10_totaldata5000,p100_InceptionResNetV2_batchsize256_datasize128_total_epoch10_totaldata5000,1.0950502521410086
p3_InceptionResNetV2_batchsize64_datasize128_total_epoch10_totaldata5000,p100_InceptionResNetV2_batchsize64_datasize224_total_epoch10_totaldata2000,0.7797560592601225
p3_InceptionResNetV2_batchsize64_datasize224_total_epoch10_totaldata2000,g4dn_AlexNet_batchsize256_datasize128_total_epoch10_totaldata5000,1.45124635706332
p3_InceptionResNetV2_batchsize16_datasize256_total_epoch10_totaldata2000,g4dn_AlexNet_batchsize128_datasize32_total_epoch10_totaldata50000,2.5937793161592104
p3_InceptionResNetV2_batchsize16_datasize224_total_epoch10_totaldata2000,g4dn_InceptionV3_batchsize256_datasize128_total_epoch10_totaldata5000,2.302223895867497
p3_InceptionResNetV2_batchsize16_datasize128_total_epoch10_totaldata5000,g5_ResNet50_batchsize16_datasize128_total_epoch10_totaldata5000,0.9914890030817676
p3_InceptionResNetV2_batchsize256_datasize128_total_epoch10_totaldata5000,p100_VGG19_batchsize128_datasize224_total_epoch10_totaldata2000,1.6370415809046892
p3_InceptionResNetV2_batchsize32_datasize128_total_epoch10_totaldata5000,p100_InceptionResNetV2_batchsize32_datasize128_total_epoch10_totaldata5000,1.2043285875081051
p3_InceptionResNetV2_batchsize32_datasize256_total_epoch10_totaldata2000,p100_InceptionResNetV2_batchsize128_datasize128_total_epoch10_totaldata5000,0.4855402742709175
p3_InceptionResNetV2_batchsize32_datasize224_total_epoch10_totaldata2000,p100_InceptionV3_batchsize64_datasize256_total_epoch10_totaldata2000,1.5505708926013833
p3_InceptionResNetV2_batchsize128_datasize224_total_epoch10_totaldata2000,p100_InceptionResNetV2_batchsize256_datasize128_total_epoch10_totaldata5000,0.7429265891047026
p3_LeNet5_batchsize256_datasize64_total_epoch10_totaldata5000,g5_LeNet5_batchsize128_datasize64_total_epoch10_totaldata5000,0.7258172314353467
p3_LeNet5_batchsize128_datasize224_total_epoch10_totaldata2000,g5_LeNet5_batchsize128_datasize256_total_epoch10_totaldata2000,1.2273247838763257
p3_LeNet5_batchsize32_datasize128_total_epoch10_totaldata5000,g5_ResNetSmall_batchsize128_datasize256_total_epoch10_totaldata2000,1.8451016682336605
p3_LeNet5_batchsize64_datasize224_total_epoch10_totaldata2000,g5_LeNet5_batchsize128_datasize256_total_epoch10_totaldata2000,1.1668050566546593
p3_LeNet5_batchsize256_datasize32_total_epoch10_totaldata50000,g5_LeNet5_batchsize32_datasize256_total_epoch10_totaldata2000,1.7576927664287925
p3_LeNet5_batchsize128_datasize64_total_epoch10_totaldata5000,g4dn_LeNet5_batchsize128_datasize64_total_epoch10_totaldata5000,0.7456970245151086
p3_LeNet5_batchsize32_datasize32_total_epoch10_totaldata50000,g4dn_CIFAR10_CNN_batchsize64_datasize64_total_epoch10_totaldata5000,3.97233236375177
p3_LeNet5_batchsize16_datasize256_total_epoch10_totaldata2000,g5_LeNet5_batchsize128_datasize128_total_epoch10_totaldata5000,2.2272841122536544
p3_ResNetSmall_batchsize64_datasize128_total_epoch10_totaldata5000,p100_LeNet5_batchsize64_datasize128_total_epoch10_totaldata5000,1.308907693188572
p3_ResNetSmall_batchsize128_datasize224_total_epoch10_totaldata2000,p100_LeNet5_batchsize256_datasize224_total_epoch10_totaldata2000,2.880095059330768
p3_ResNetSmall_batchsize32_datasize224_total_epoch10_totaldata2000,g4dn_LeNet5_batchsize256_datasize32_total_epoch10_totaldata50000,1.339668055484208
p3_ResNetSmall_batchsize16_datasize256_total_epoch10_totaldata2000,g5_CIFAR10_CNN_batchsize128_datasize32_total_epoch10_totaldata50000,3.596690079595725
p3_ResNetSmall_batchsize64_datasize224_total_epoch10_totaldata2000,p100_ResNetSmall_batchsize256_datasize64_total_epoch10_totaldata5000,1.3933750689728628
p3_ResNetSmall_batchsize16_datasize128_total_epoch10_totaldata5000,p100_ResNetSmall_batchsize64_datasize64_total_epoch10_totaldata5000,2.737825969123408
p3_ResNetSmall_batchsize64_datasize32_total_epoch10_totaldata50000,g4dn_ResNet50_batchsize256_datasize64_total_epoch10_totaldata5000,3.1828012746715717
